ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
00612.HK,中国鼎益丰,中国鼎益丰控股有限公司,China Ding Yi Feng Holdings Limited,ZGDYF,主板,L,20020102,,8000.0,KYG2120F1000,HKD
00613.HK,梧桐国际,梧桐国际发展有限公司,Planetree International Development Limited,WTGJ,主板,L,19931112,,2000.0,BMG713291091,HKD
00616.HK,高山企业,高山企业有限公司,Eminence Enterprise Limited,GSQY,主板,L,19910916,,5000.0,BMG0094B1054,HKD
00617.HK,百利保控股,百利保控股有限公司,Palibury Holdings Limited,BLBKG,主板,L,19931217,,2000.0,BMG687662301,HKD
00618.HK,北大资源,北大资源(控股)有限公司,Peking University Resources (Holdings) Company Limited,BDZY,主板,L,19911007,,2000.0,BMG6982M1038,HKD
00619.HK,南华金融,南华金融控股有限公司,South China Financial Holdings Limited,NHJR,主板,L,19930716,,2000.0,HK0000460706,HKD
00620.HK,大唐西市,大唐西市丝路投资控股有限公司,DTXS Silk Road Investment Holdings Company Limited,DTXS,主板,L,19910930,,2000.0,BMG2R28T1049,HKD
00621.HK,坛金矿业,坛金矿业有限公司,Taung Gold International Limited,TJKY,主板,L,19951218,,10000.0,BMG8697W1038,HKD
00622.HK,威华达控股,威华达控股有限公司,Oshidori International Holdings Limited,WHDKG,主板,L,19910916,,3000.0,BMG6804L1019,HKD
00623.HK,中视金桥,中视金桥国际传媒控股有限公司,SinoMedia Holding Limited,ZSJQ,主板,L,20080708,,1000.0,HK0000046869,HKD
00626.HK,大众金融控股,大众金融控股有限公司,Public Financial Holdings Limited,DZJRKG,主板,L,19911003,,2000.0,BMG7297B1054,HKD
00627.HK,福晟国际,福晟国际控股集团有限公司,"Fullsun International Holdings Group Co., Limited",FSGJ,主板,L,20001113,,5000.0,BMG9298R1887,HKD
00628.HK,国美金融科技,国美金融科技有限公司,"Gome Finance Technology Co., Ltd.",GMJRKJ,主板,L,20020724,,2000.0,BMG4053L1046,HKD
00629.HK,悦达国际控股,悦达国际控股有限公司,Yue Da International Holdings Limited,YDGJKG,主板,L,20011129,,1000.0,KYG9877S1021,HKD
00630.HK,隽泰控股,隽泰控股有限公司,AMCO United Holding Limited,JTKG,主板,L,19961128,,10000.0,BMG0259E1342,HKD
00631.HK,三一国际,三一重装国际控股有限公司,Sany Heavy Equipment International Holdings Co. Ltd.,SYGJ,主板,L,20091125,,1000.0,KYG781631059,HKD
00632.HK,东方明珠石油,东方明珠石油有限公司,Pearl Oriental Oil Limited,DFMZSY,主板,L,19930430,,2000.0,BMG6963R1135,HKD
00633.HK,中国全通,中国全通(控股)有限公司,China All Access (Holdings) Limited,ZGQT,主板,L,20090916,,2000.0,KYG211341048,HKD
00635.HK,彩星集团,彩星集团有限公司,Playmates Holdings Limited,CXJT,主板,L,19940106,,2000.0,BMG7130P2206,HKD
00636.HK,嘉里物流,嘉里物流联网有限公司,Kerry Logistics Network Limited,JLWL,主板,L,20131219,,500.0,BMG524181036,HKD
00637.HK,利记,利记控股有限公司,Lee Kee Holding Limited,LJ,主板,L,20061004,,2000.0,KYG542761039,HKD
00638.HK,建溢集团,建溢集团有限公司,Kin Yat Holdings Ltd.,JYJT,主板,L,19970501,,2000.0,BMG527281056,HKD
00639.HK,首钢资源,首钢福山资源集团有限公司,Shougang Fushan Resources Group Limited,SGZY,主板,L,19901002,,2000.0,HK0639031506,HKD
00640.HK,星谦发展,星谦发展控股有限公司,Infinity Development Holdings Company Limited,XQFZ,主板,L,20100812,,4000.0,KYG4772A1085,HKD
00641.HK,中国恒天立信国际,中国恒天立信国际有限公司,CHTC Fong’s International Company Limited,ZGHTLXGJ,主板,L,19901012,,2000.0,BMG2168E1140,HKD
00643.HK,恒富控股,恒富控股有限公司,Carry Wealth Holdings Limited,HFKG,主板,L,20000313,,10000.0,BMG1925S1017,HKD
00645.HK,安域亚洲,安域亚洲有限公司,Ares Asia Limited,AYYZ,主板,L,19931222,,2000.0,BMG329191057,HKD
00646.HK,中国环保科技,中国环保科技控股有限公司,China Environmental Technology Holdings Limited,ZGHBKJ,主板,L,20020328,,8000.0,KYG2159B1032,HKD
00647.HK,JOYCE BOUTIQUE,Joyce Boutique Group Ltd.,Joyce Boutique Group Ltd.,JOYCEBOUTI,主板,L,19901016,,2000.0,HK0000517349,HKD
00648.HK,中国华仁医疗-新,中国华仁医疗有限公司,China Wah Yan Healthcare Limited,ZGHRYL,主板,L,19901029,,5000.0,HK0000375797,HKD
00650.HK,IDG能源投资,IDG能源投资有限公司,IDG Energy Investment Limited,IDGNYTZ,主板,L,19921007,,2000.0,BMG4709J1071,HKD
00651.HK,中海重工,中海重工集团有限公司,China Ocean Industry Group Limited,ZHZG,主板,L,19980723,,5000.0,BMG2113Q1217,HKD
00653.HK,卓悦控股,卓悦控股有限公司,Bonjour Holdings Limited,ZYKG,主板,L,20030716,,2000.0,KYG123731252,HKD
00655.HK,香港华人有限公司,香港华人有限公司,Hongkong Chinese Limited,XGHRYXGS,主板,L,19921012,,2000.0,BMG4586T1036,HKD
00656.HK,复星国际,复星国际有限公司,Fosun International Limited,FXGJ,主板,L,20070716,,500.0,HK0656038673,HKD
00657.HK,环科国际,环科国际集团有限公司,G-Vision International (Holdings) Limited,HKGJ,主板,L,19921030,,2000.0,BMG4209T1009,HKD
00658.HK,中国高速传动,中国高速传动设备集团有限公司,"China High Speed Transmission Equipment Group Co.,Ltd.",ZGGSCD,主板,L,20070704,,1000.0,KYG2112D1051,HKD
00659.HK,新创建集团,新创建集团有限公司,NWS Holdings Limited,XCJJT,主板,L,19970425,,1000.0,BMG668971101,HKD
00660.HK,玮俊生物科技,玮俊生物科技有限公司,Wai Chun Bio-Technology Limited,WJSWKJ,主板,L,19930205,,10000.0,KYG9420N1218,HKD
00661.HK,中国大冶有色金属,中国大冶有色金属矿业有限公司,China Daye Non-Ferrous Metals Mining Limited,ZGDYYSJS,主板,L,19901121,,2000.0,BMG2125C1029,HKD
00662.HK,亚洲金融,亚洲金融集团有限公司,Asia Financial Holdings Ltd.,YZJR,主板,L,19901218,,2000.0,BMG0532X1074,HKD
00663.HK,金山能源,金山能源集团有限公司,King Stone Energy Group Limited,JSNY,主板,L,19901130,,1000.0,HK0000082716,HKD
00665.HK,海通国际,海通国际证券集团有限公司,Haitong International Securities Group Limited,HTGJ,主板,L,19960806,,1000.0,BMG4232X1020,HKD
00666.HK,新工投资,新工投资有限公司,SHK Hong Kong Industries Limited,XGTZ,主板,L,19901221,,20000.0,HK0666002172,HKD
00667.HK,中国东方教育,中国东方教育控股有限公司,China East Education Holdings Limited,ZGDFJY,主板,L,20190612,,500.0,KYG2120T1004,HKD
00668.HK,东银国际控股,东银国际控股有限公司,Doyen International Holdings Limited,DYGJKG,主板,L,19901212,,2000.0,HK0000063476,HKD
00669.HK,创科实业,创科实业有限公司,Techtronic Industries Co. Ltd.,CKSY,主板,L,19901217,,500.0,HK0669013440,HKD
00670.HK,中国东方航空股份,中国东方航空股份有限公司,China Eastern Airlines Corporation Limited,ZGDFHKGF,主板,L,19970205,,2000.0,CNE1000002K5,HKD
00672.HK,众安集团,众安集团有限公司,Zhong An Group Limited,ZAJT,主板,L,20071113,,1000.0,KYG9898N1161,HKD
00673.HK,中国卫生集团,中国卫生集团有限公司,China Health Group Limited,ZGWSJT,主板,L,19961014,,3000.0,BMG2107P1059,HKD
00674.HK,中国唐商,中国唐商控股有限公司,China Tangshang Holdings Limited,ZGTS,主板,L,19910125,,4000.0,BMG2197S1008,HKD
00675.HK,坚宝国际,坚宝国际控股有限公司,K & P International Holdings Ltd.,JBGJ,主板,L,19970102,,2000.0,BMG5313X1011,HKD
00676.HK,创信国际,创信国际控股有限公司,Pegasus International Holdings Ltd.,CXGJ,主板,L,19961011,,2000.0,BMG6977B1046,HKD
00677.HK,金源米业,金源米业国际有限公司,Golden Resources Development International Limited,JYMY,主板,L,19910128,,2000.0,BMG3958B1046,HKD
00678.HK,云顶香港,云顶香港有限公司,Genting Hong Kong Limited,YDXG,主板,L,20001130,,1000.0,BMG3924T1062,HKD
00679.HK,亚洲联网科技,亚洲联网科技有限公司,Asia Tele-Net and Technology Corporation Limited,YZLWKJ,主板,L,19910131,,10000.0,BMG0534V1256,HKD
00680.HK,南海控股,南海控股有限公司,South Sea Holding Company Limited,NHKG,主板,L,19910213,,50000.0,BMG6389N1002,HKD
00681.HK,中民控股,中民控股有限公司,Chinese People Holdings Company Limited,ZMKG,主板,L,19970424,,2000.0,BMG2112G1087,HKD
00682.HK,超大现代,超大现代农业(控股)有限公司,Chaoda Modern Agriculture (Holdings) Ltd.,CDXD,主板,L,20001215,,2000.0,KYG2046Q1073,HKD
00683.HK,嘉里建设,嘉里建设有限公司,Kerry Properties Limited,JLJS,主板,L,19960805,,500.0,BMG524401079,HKD
00684.HK,亚伦国际,亚伦国际集团有限公司,Allan Internatinal Holdings Limited,YLGJ,主板,L,19921110,,2000.0,BMG017541035,HKD
00685.HK,世界华文媒体,世界华文媒体有限公司,Media Chinese International Limited,SJHWMT,主板,L,19910322,,1000.0,BMG5959D1048,HKD
00686.HK,熊猫绿能,熊猫绿色能源集团有限公司,Panda Green Energy Group Limited,XMLN,主板,L,20000413,,2000.0,BMG6889V1072,HKD
00687.HK,泰升集团,泰升集团控股有限公司,Tysan Holdings Limited,TSJT,主板,L,19910326,,2000.0,BMG4643K1036,HKD
00688.HK,中国海外发展,中国海外发展有限公司,China Overseas Land & Investment Ltd.,ZGHWFZ,主板,L,19920820,,2000.0,HK0688002218,HKD
00689.HK,长盈集团(控股),长盈集团(控股)有限公司,EPI (Holdings)Limited,CYJTKG,主板,L,19910415,,15000.0,BMG3155U1374,HKD
00690.HK,联康生物科技集团,联康生物科技集团有限公司,Uni-Bio Science Group Limited,LKSWKJJT,主板,L,20011112,,20000.0,KYG9198H1406,HKD
00691.HK,山水水泥,中国山水水泥集团有限公司,China Shanshui Cement Group Limited,SSSN,主板,L,20080704,,1000.0,KYG2116M1015,HKD
00693.HK,陈唱国际,陈唱国际有限公司,Tan Chong International Limited,CCGJ,主板,L,19980707,,3000.0,BMG8667Z1023,HKD
00694.HK,北京首都机场股份,北京首都国际机场股份有限公司,Beijing Capital International Airport Company Limited,BJSDJCGF,主板,L,20000201,,2000.0,CNE100000221,HKD
00695.HK,东吴水泥,东吴水泥国际有限公司,Dongwu Cement International Limited,DWSN,主板,L,20120613,,2000.0,KYG281601024,HKD
00696.HK,中国民航信息网络,中国民航信息网络股份有限公司,Travelsky Technology Limited,ZGMHXXWL,主板,L,20010207,,1000.0,CNE1000004J3,HKD
00697.HK,SHOUGANG INT'L,首长国际企业有限公司,Shougang Concord International Enterprises Co. Ltd.,SHOUGANGIN,主板,L,19910430,,2000.0,HK0697002241,HKD
00698.HK,通达集团,通达集团控股有限公司,Tongda Group Holdings Limited,TDJT,主板,L,20001222,,10000.0,KYG8917X1218,HKD
00699.HK,神州租车,神州租车有限公司,CAR Inc.,SZZC,主板,L,20140919,,1000.0,KYG190211071,HKD
00700.HK,腾讯控股,腾讯控股有限公司,Tencent Holdings Ltd.,TXKG,主板,L,20040616,,100.0,KYG875721634,HKD
00701.HK,CNT GROUP,北海集团有限公司,CNT Group Ltd.,CNTGROUP,主板,L,19910521,,2000.0,BMG2237T1009,HKD
00702.HK,中国油气控股,中国油气控股有限公司,Sino Oil and Gas Holdings Ltd.,ZGYQKG,主板,L,20000209,,10000.0,BMG8184U1154,HKD
00703.HK,FUTURE BRIGHT,佳景集团有限公司,Future Bright Holdings Limited,FUTUREBRIG,主板,L,20020815,,6000.0,BMG3698L1072,HKD
00704.HK,和嘉控股,和嘉控股有限公司,Huscoke Holdings Limited,HJKG,主板,L,19910527,,10000.0,BMG4709B1046,HKD
00705.HK,鼎和矿业,鼎和矿业控股有限公司,Ding He Mining Holdings Limited,DHKY,主板,L,20081222,,12000.0,HK0000157799,HKD
00706.HK,美丽中国控股,美丽中国控股有限公司,Beautiful China Holdings Company Limited,MLZGKG,主板,L,19980722,,10000.0,BMG0944P1068,HKD
00707.HK,亚洲电视控股,亚洲电视控股有限公司,Asia Television Holdings Limited,YZDSKG,主板,L,20060330,,2000.0,KYG0541Y1127,HKD
00708.HK,恒大健康,恒大健康产业集团有限公司,Evergrande Health Industry Group Limited,HDJK,主板,L,20080212,,5000.0,HK0000264595,HKD
00709.HK,佐丹奴国际,佐丹奴国际有限公司,Giordano International Limited,ZDNGJ,主板,L,19910619,,2000.0,BMG6901M1010,HKD
00710.HK,京东方精电,京东方精电有限公司,BOE Varitronix Limited,JDFJD,主板,L,19910701,,1000.0,BMG1223L1054,HKD
00711.HK,亚洲联合基建控股,亚洲联合基建控股有限公司,Asia Alled Infrastructure Holdings Limited,YZLHJJKG,主板,L,19930212,,2000.0,BMG0578N1048,HKD
00712.HK,卡姆丹克太阳能,卡姆丹克太阳能系统集团有限公司,Comtec Solar Systems Group Limited,KMDKTYN,主板,L,20091030,,10000.0,KYG234201138,HKD
00713.HK,世界(集团),世界(集团)有限公司,World Houseware (Holdings) Limited,SJJT,主板,L,19930415,,2000.0,KYG9768F1028,HKD
00715.HK,中泛控股,中泛控股有限公司,China Oceanwide Holdings Limited,ZFKG,主板,L,19910705,,2000.0,BMG2117K1045,HKD
00716.HK,胜狮货柜,胜狮货柜企业有限公司,Singamas Container Holdings Limited,SSHG,主板,L,19930708,,2000.0,HK0716002271,HKD
00717.HK,英皇证券,英皇证券集团有限公司,Emperor Capital Group Limited,YHZQ,主板,L,20070424,,6000.0,BMG313751015,HKD
00718.HK,太和控股,太和控股有限公司,Tai United Holdings Limited,THKG,主板,L,19951002,,5000.0,BMG8661J1045,HKD
00719.HK,山东新华制药股份,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,SDXHZYGF,主板,L,19961231,,2000.0,CNE100000411,HKD
00720.HK,意达利控股,意达利控股有限公司,Auto Italia Holdings Ltd.,YDLKG,主板,L,19910716,,25000.0,BMG066391019,HKD
00721.HK,中国金融国际,中国金融国际投资有限公司,China Financial International Investments Limited,ZGJRGJ,主板,L,20010608,,10000.0,BMG2110W1055,HKD
00722.HK,联合医务,联合医务集团有限公司,UMP Healthcare Holdings Ltd.,LHYW,主板,L,20151127,,2000.0,KYG9320W1069,HKD
00723.HK,信保环球控股,信保环球控股有限公司,Reliance Global Holdings Limited,XBHQKG,主板,L,19910718,,60000.0,BMG8598B1413,HKD
00724.HK,瑞鑫国际集团,瑞鑫国际集团有限公司,Ruixin International Holdings Limited,RXGJJT,主板,L,20000703,,10000.0,BMG7713S1127,HKD
00725.HK,恒都集团,恒都集团有限公司,Perennial International Limited,HDJT,主板,L,19961230,,2000.0,BMG7004P1086,HKD
00726.HK,筑友智造科技,筑友智造科技集团有限公司,DIT Group Limited,ZYZZKJ,主板,L,19910725,,20000.0,BMG2126P1023,HKD
00727.HK,皇冠环球集团,皇冠环球集团有限公司,Crown International Corporation Limited,HGHQJT,主板,L,19980116,,2000.0,HK0000313244,HKD
00728.HK,中国电信,中国电信股份有限公司,China Telecom Corporation Limited,ZGDX,主板,L,20021115,,2000.0,CNE1000002V2,HKD
00729.HK,五龙电动车,五龙电动车(集团)有限公司,FDG Electric Vehicles Limited,WLDDC,主板,L,19911003,,5000.0,BMG3361N1332,HKD
00730.HK,SHOUGANG GRAND,首长四方(集团)有限公司,Shougang Concord Grand (Group) Limited,SHOUGANGGR,主板,L,19910808,,1000.0,BMG8114P1032,HKD
00731.HK,森信纸业集团,森信纸业集团有限公司,Samson Paper Holdings Limited,SXZYJT,主板,L,19951201,,2000.0,BMG7783F1077,HKD
00732.HK,信利国际,信利国际有限公司,Truly International Holdings Limited,XLGJ,主板,L,19910729,,2000.0,KYG910191363,HKD
00733.HK,合富辉煌,合富辉煌集团控股有限公司,Hopefluent Group Holdings Limited,HFHH,主板,L,20040715,,2000.0,KYG459921071,HKD
00736.HK,中国置业投资,中国置业投资控股有限公司,China Properties Investment Holdings Limited,ZGZYTZ,主板,L,19920930,,3000.0,BMG2157U1861,HKD
00737.HK,湾区发展,深圳投控湾区发展有限公司,Shenzhen Investment Holdings Bay Area Development Company Limited,WQFZ,主板,L,20030806,,500.0,KYG459951003,HKD
00738.HK,莱尔斯丹,莱尔斯丹控股有限公司,Le Saunda Holdings Limited,LESD,主板,L,19921211,,2000.0,BMG5456B1063,HKD
00743.HK,亚洲水泥(中国),亚洲水泥(中国)控股公司,Asia Cement (China) Holdings Corporation,YZSNZG,主板,L,20080520,,500.0,KYG0539C1069,HKD
00745.HK,中国国家文化产业,中国国家文化产业集团有限公司,China National Culture Group Limited,ZGGJWHCY,主板,L,20041013,,10000.0,KYG2116P1129,HKD
00746.HK,理文化工,理文化工有限公司,Lee & Man Chemical Company Limited,LWHG,主板,L,20020116,,2000.0,KYG5427E1145,HKD
00747.HK,沈阳公用发展股份,沈阳公用发展股份有限公司,Shenyang Public Utility Holdings Co. Ltd.,SYGYFZGF,主板,L,19991216,,2000.0,CNE100000460,HKD
00750.HK,兴业太阳能,中国兴业太阳能技术控股有限公司,China Singyes Solar Technologies Holdings Limited,XYTYN,主板,L,20090113,,1000.0,BMG2161E1113,HKD
00751.HK,创维集团,创维集团有限公司,Skyworth Group Limited,CWJT,主板,L,20000407,,2000.0,BMG8181C1001,HKD
00752.HK,PICO FAR EAST,笔克远东集团有限公司,Pico Far East Holdings Limited,PICOFAREAS,主板,L,19920928,,2000.0,KYG7082H1276,HKD
00753.HK,中国国航,中国国际航空股份有限公司,Air China Limited,ZGGH,主板,L,20041215,,2000.0,CNE1000001S0,HKD
00754.HK,合生创展集团,合生创展集团有限公司,Hopson Development Holdings Limited,HSCZJT,主板,L,19980527,,2000.0,BMG4600H1016,HKD
00755.HK,上海证大,上海证大房地产有限公司,Shanghai Zendai Property Ltd.,SHZD,主板,L,19921027,,5000.0,BMG8064K1045,HKD
00756.HK,森美控股,森美(集团)控股有限公司,Summi (Group) Holdings Limited,SMKG,主板,L,20080710,,4000.0,KYG8566A1094,HKD
00757.HK,阳光能源,阳光能源控股有限公司,Solargiga Energy Holdings Limited,YGNY,主板,L,20080331,,1000.0,KYG8268W1024,HKD
00758.HK,新华联资本,新华联资本有限公司,Macrolink Capital Holdings Limited,XHLZB,主板,L,19991203,,2000.0,BMG8015D1002,HKD
00759.HK,CEC INT'L HOLD,CEC国际控股有限公司,CEC International Holdings Limited,CECINT'LHO,主板,L,19991115,,2000.0,BMG1988W1064,HKD
00760.HK,新天地产集团,新天地产集团有限公司,Talent Property Group Limited,XTDCJT,主板,L,19950808,,15000.0,BMG8668U1027,HKD
00762.HK,中国联通,中国联合网络通信(香港)股份有限公司,China Unicom (Hong Kong) Limited,ZGLT,主板,L,20000622,,2000.0,HK0000049939,HKD
00763.HK,中兴通讯,中兴通讯股份有限公司,ZTE Corporation,ZXTX,主板,L,20041209,,200.0,CNE1000004Y2,HKD
00764.HK,永恒策略,永恒策略投资有限公司,Eternity Investment Limited,YHCL,主板,L,20000215,,10000.0,BMG320501254,HKD
00765.HK,PERFECTECH INTL,威发国际集团有限公司,Perfectech International Holdings Limited,PERFECTECH,主板,L,19921023,,2000.0,BMG7004C1073,HKD
00766.HK,中盈集团控股,中盈(集团)控股有限公司,Sino Prosper (Group) Holdings Limited,ZYJTKG,主板,L,20020515,,5000.0,KYG8190S1122,HKD
00767.HK,亚太丝路投资,亚太丝路投资有限公司,Asia Pacific Silk Road Investment Company Limited,YTSLTZ,主板,L,19951120,,40000.0,BMG6853V2817,HKD
00768.HK,开明投资,开明投资有限公司,UBA Investments Limited,KMTZ,主板,L,20000118,,2000.0,KYG9158X1016,HKD
00769.HK,中国稀土,中国稀土控股有限公司,China Rare Earth Holdings Limited,ZGXT,主板,L,19991015,,2000.0,KYG210891001,HKD
00770.HK,SHANGHAI GROWTH,沪光国际上海发展投资有限公司,Shanghai International Shanghai Growth Invwstment Limited,SHANGHAIGR,主板,L,19931130,,1000.0,KYG806391002,HKD
00771.HK,自动系统,自动系统集团有限公司,Automated Systems Holdings Limited,ZDXT,主板,L,19971105,,2000.0,BMG0666H1007,HKD
