ts_code,name,fullname,enname,cn_spell,market,list_status,list_date,delist_date,trade_unit,isin,curr_type
00374.HK,四洲集团,四洲集团有限公司,Four Seas Mercantile Holdings Limited,SZJT,主板,L,19930825,,2000.0,KYG365451049,HKD
00375.HK,YGM TRADING,YGM贸易有限公司,YGM Trading Ltd.,YGMTRADING,主板,L,19880125,,1000.0,HK0375001663,HKD
00376.HK,云锋金融,云锋金融集团有限公司,Yunfeng Financial Group Limited,YFJR,主板,L,19870717,,2000.0,HK0000091790,HKD
00377.HK,华君国际集团,华君国际集团有限公司,Huajun International Group Limited,HJGJJT,主板,L,19930419,,80.0,BMG4643D1175,HKD
00378.HK,五龙动力,五龙动力有限公司,FDG Kinetic Limited,WLDL,主板,L,19860910,,2000.0,BMG3381K1018,HKD
00379.HK,恒嘉融资租赁,中国恒嘉融资租赁集团有限公司,"China Ever Grand Financial Leasing Group Co., Ltd.",HJRZZL,主板,L,20021113,,10000.0,KYG2119F1037,HKD
00380.HK,冠力国际,冠力国际有限公司,Softpower International Limited,GLGJ,主板,L,20001221,,4000.0,BMG8253D1011,HKD
00381.HK,侨雄国际,侨雄国际控股有限公司,Kiu Hung International Holdings Limited,QXGJ,主板,L,20010122,,10000.0,KYG5283T1067,HKD
00382.HK,中汇集团,中汇集团控股有限公司,Edvantage Group Holdings Limited,ZHJT,主板,L,20190716,,2000.0,KYG2901A1067,HKD
00383.HK,中国医疗网络,中国医疗网络有限公司,China Medical & HealthCare Group Limited,ZGYLWL,主板,L,19910801,,10000.0,BMG2133H1016,HKD
00384.HK,中国燃气,中国燃气控股有限公司,China Gas Holdings Ltd.,ZGRQ,主板,L,19951020,,200.0,BMG2109G1033,HKD
00385.HK,建联集团,建联集团有限公司,Chinney Alliance Group Limited,JLJT,主板,L,19931015,,2000.0,BMG2109L1697,HKD
00386.HK,中国石油化工股份,中国石油化工股份有限公司,China Petroleum & Chemical Corporation,ZGSYHGGF,主板,L,20001019,,2000.0,CNE1000002Q2,HKD
00387.HK,力丰(集团),力丰(集团)有限公司,Leeport (Holdings) Ltd.,LFJT,主板,L,20030710,,4000.0,BMG542851040,HKD
00388.HK,香港交易所,香港交易及结算所有限公司,Hong Kong Exchanges and Clearing Limited,XGJYS,主板,L,20000627,,100.0,HK0388045442,HKD
00389.HK,通天酒业,中国通天酒业集团有限公司,China Tontine Wines Group Limited,TTJY,主板,L,20091119,,2000.0,BMG215A41075,HKD
00390.HK,中国中铁,中国中铁股份有限公司,China Rallway Group Limited,ZGZT,主板,L,20071207,,1000.0,CNE1000007Z2,HKD
00391.HK,美亚娱乐资讯,美亚娱乐资讯集团有限公司,Mei Ah Entertainment Group Ltd.,MYYLZX,主板,L,19931018,,20000.0,BMG5964A1523,HKD
00392.HK,北京控股,北京控股有限公司,Beijing Enterprises Holdings Ltd.,BJKG,主板,L,19970529,,500.0,HK0392044647,HKD
00393.HK,旭日企业,旭日企业有限公司,Glorious Sun Enterprises Ltd.,XRQY,主板,L,19960917,,4000.0,BMG3939X1002,HKD
00395.HK,中国智能集团,中国智能集团控股有限公司,Smartac Group China Holdings Limited,ZGZNJT,主板,L,20021028,,8000.0,KYG8207P1019,HKD
00396.HK,兴利(香港)控股,兴利(香港)控股有限公司,Hing Lee (HK) Holdings Limited,XLXGKG,主板,L,20090622,,2000.0,BMG451171018,HKD
00397.HK,权威金融,权威金融集团有限公司,Power Financial Group Limited,QWJR,主板,L,19931013,,10000.0,BMG7210B1090,HKD
00398.HK,东方表行集团,东方表行集团有限公司,Oriental Watch Holdings Ltd.,DFBXJT,主板,L,19931012,,2000.0,BMG6773R1051,HKD
00399.HK,领航医药生物科技,领航医药及生物科技有限公司,Innovative Pharmaceutical Biotech Limited,LHYYSWKJ,主板,L,20000823,,5000.0,BMG4783W1073,HKD
00400.HK,科通芯城,科通芯城集团,Cogobuy Group,KTXC,主板,L,20140718,,1000.0,KYG225371072,HKD
00401.HK,万嘉集团,万嘉集团控股有限公司,Wanjia Group Holdings Limited,WJJT,主板,L,20131011,,5000.0,KYG9431A1004,HKD
00402.HK,天下图控股,天下图控股有限公司,Peace Map Holding Limited,TXTKG,主板,L,20060314,,20000.0,BMG695651023,HKD
00403.HK,星光集团,星光集团有限公司,Stsrlite Holdings Limited,XGJT,主板,L,19930303,,2000.0,BMG8438Y1030,HKD
00406.HK,有利集团,有利集团有限公司,Yau Lee Holdings Limited,YLJT,主板,L,19910829,,2000.0,BMG9834K1505,HKD
00408.HK,叶氏化工集团,叶氏化工集团有限公司,Yip's Chemical Holdings Ltd.,YSHGJT,主板,L,19910822,,2000.0,KYG9842Z1164,HKD
00410.HK,SOHO中国,SOHO中国有限公司,SOHO China Ltd.,SOHOZG,主板,L,20071008,,500.0,KYG826001003,HKD
00411.HK,南顺(香港),南顺(香港)有限公司,Lam Soon (Hong Kong) Limited,NSXG,主板,L,19721031,,1000.0,HK0411006957,HKD
00412.HK,中国山东高速金融,中国山东高速金融集团有限公司,China Shandong Hi-Speed Financial Group Limited,ZGSDGSJR,主板,L,19920415,,6000.0,BMG2118Q1006,HKD
00413.HK,南华集团控股,南华集团控股有限公司,South China Holdings Company Limited,NHJTKG,主板,L,19870616,,8000.0,KYG8279G1120,HKD
00416.HK,锦州银行,锦州银行股份有限公司,"Bank of Jinzhou Co., Ltd.",JZYH,主板,L,20151207,,1000.0,CNE1000023B0,HKD
00417.HK,谢瑞麟,谢瑞麟珠宝(国际)有限公司,Tse Sui Luen Jewellery (International) Ltd.,XRL,主板,L,19870630,,2000.0,BMG911231519,HKD
00418.HK,方正控股,方正控股有限公司,Founder Holdings Ltd.,FZKG,主板,L,19951221,,2000.0,BMG3654D1074,HKD
00419.HK,华谊腾讯娱乐,华谊腾讯娱乐有限公司,Huayi Tencent Entertainment Company Limited,HYTXYL,主板,L,19870708,,10000.0,KYG4642G1038,HKD
00420.HK,福田实业,福田实业(集团)有限公司,Fountain Set(Holdings) Limited,FTSY,主板,L,19880420,,2000.0,HK0420001817,HKD
00422.HK,越南制造加工出口,越南制造加工出口(控股)有限公司,Vietnam Manufacturing and Export Processing (Holdings) Ltd.,YNZZJGCK,主板,L,20071220,,1000.0,KYG936171019,HKD
00423.HK,经济日报集团,香港经济日报集团有限公司,Hong Kong Economic Times Holdings Ltd.,JJRBJT,主板,L,20050803,,2000.0,KYG4587A1031,HKD
00425.HK,敏实集团,敏实集团有限公司,Minth Group Ltd.,MSJT,主板,L,20051201,,2000.0,KYG6145U1094,HKD
00426.HK,万华媒体,万华媒体集团有限公司,One Media Group Ltd.,WHMT,主板,L,20051018,,2000.0,KYG6752K1058,HKD
00428.HK,中国天弓控股,中国天弓控股有限公司,Cocoon Holdings Limited,ZGTGKG,主板,L,19931214,,2000.0,BMG2365B1037,HKD
00430.HK,东方网库,东方网库控股有限公司,Oriental Explorer Holdings Ltd.,DFWK,主板,L,19930330,,2000.0,BMG6771J1053,HKD
00431.HK,大中华金融,大中华金融控股有限公司,Greater China Financial Holdings Limited,DZHJR,主板,L,19920916,,4000.0,BMG407061552,HKD
00432.HK,盈大地产,盈科大衍地产发展有限公司,Pacific Century Premium Developments Limited,YDDC,主板,L,19930920,,1000.0,BMG6844T1229,HKD
00433.HK,北方矿业,北方矿业股份有限公司,North Mining Shares Company Limited,BFKY,主板,L,19951012,,10000.0,BMG6661B1211,HKD
00434.HK,博雅互动,博雅互动国际有限公司,Boyaa Interactive International Limited,BYHD,主板,L,20131112,,1000.0,KYG127751058,HKD
00436.HK,新宇环保,新宇环保集团有限公司,New Universe Environmental Group Limited,XYHB,主板,L,20160801,,20000.0,KYG6493Q1718,HKD
00438.HK,彩虹新能源,彩虹集团新能源股份有限公司,IRICO Group New Energy Company Limited,CHXNY,主板,L,20041220,,2000.0,CNE1000003H9,HKD
00439.HK,光启科学,光启科学有限公司,KuangChi Science Limited,GQKX,主板,L,19920311,,1000.0,BMG5326A1062,HKD
00440.HK,大新金融,大新金融集团有限公司,Dah Sing Financial Holdings Limited,DXJR,主板,L,19871105,,400.0,HK0440001847,HKD
00442.HK,海福德集团,海福德集团控股有限公司,"Hifood Group Holdings Co., Limited",HFDJT,主板,L,20150311,,1000.0,KYG4488W1050,HKD
00444.HK,SINCEREWATCH HK,Sincere Watch (Hong Kong) Ltd.,Sincere Watch (Hong Kong) Ltd.,SINCEREWAT,主板,L,20051017,,10000.0,KYG814791268,HKD
00445.HK,中集天达,中集天达控股有限公司,CIMC-TianDa Holdings Company Limited,ZJTD,主板,L,20081006,,5000.0,KYG214331186,HKD
00449.HK,志高控股,志高控股有限公司,Chigo Holding Ltd.,ZGKG,主板,L,20090713,,2000.0,KYG4463T1013,HKD
00450.HK,鸿兴印刷集团,鸿兴印刷集团有限公司,Hung Hing Printing Group Limited,HXYSJT,主板,L,19920316,,2000.0,HK0450001869,HKD
00451.HK,协鑫新能源,协鑫新能源控股有限公司,GCL New Energy Holdings Limited,XXXNY,主板,L,19920325,,2000.0,BMG3775G1380,HKD
00455.HK,天大药业,天大药业有限公司,Tianda Pharmaceuticals Limited,TDYY,主板,L,19920330,,2000.0,KYG887471038,HKD
00456.HK,新城市建设发展,新城市建设发展集团有限公司,New City Development Group Limited,XCSJSFZ,主板,L,19930714,,20000.0,KYG648311036,HKD
00458.HK,联亚集团,联亚集团有限公司,Tristate Holdings Limited,LYJT,主板,L,19880106,,1000.0,BMG9074C1082,HKD
00459.HK,美联工商铺,美联工商铺有限公司,Midland IC&I Limited,MLGSP,主板,L,20080818,,10000.0,KYG6103P1182,HKD
00460.HK,四环医药,四环医药控股集团有限公司,Sihuan Pharmaceutical Holdings Group Ltd.,SHYY,主板,L,20101028,,1000.0,BMG8162K1137,HKD
00462.HK,天然乳品,天然乳品(新西兰)控股有限公司,Natural Dairy (NZ) Holdings Limited,TRRP,主板,L,20050610,,4000.0,KYG6401U1085,HKD
00464.HK,中国海外诺信,中国海外诺信国际控股有限公司,China Overseas Nuoxin International Holdings Limited,ZGHWNX,主板,L,20050616,,4000.0,KYG2122E1017,HKD
00465.HK,富通科技,富通科技发展控股有限公司,Futong Technology Development Holdings Limited,FTKJ,主板,L,20091204,,2000.0,KYG369921088,HKD
00467.HK,联合能源集团,联合能源集团有限公司,United Energy Group Limited,LHNYJT,主板,L,19920408,,2000.0,BMG9231L1081,HKD
00468.HK,纷美包装,纷美包装有限公司,Greatview Aseptic Packaging Company Limited,FMBZ,主板,L,20101209,,1000.0,KYG407691040,HKD
00469.HK,凯普松国际,凯普松国际电子有限公司,Capxon International Electronic Company Limited,KPSGJ,主板,L,20070507,,4000.0,KYG1892A1094,HKD
00471.HK,中播控股,中国移动多媒体广播控股有限公司,CMMB Vision Holdings Limited,ZBKG,主板,L,20051010,,4000.0,KYG2237A1849,HKD
00472.HK,新丝路文旅,新丝路文旅有限公司,New Silkroad Culturaltainment Limited,XSLWL,主板,L,19880129,,10000.0,BMG6479N1011,HKD
00474.HK,昊天发展集团,昊天发展集团有限公司,Hao Tian Development Group Limited,HTFZJT,主板,L,20060606,,6000.0,KYG4289B1106,HKD
00475.HK,中发展控股,中发展控股有限公司,Central Development Holdings Limited,ZFZKG,主板,L,20070417,,2000.0,KYG207011019,HKD
00476.HK,中国动力控股,中国动力(控股)有限公司,China Dynamics (Holdings) Limited,ZGDLKG,主板,L,19960524,,10000.0,BMG2117G1033,HKD
00479.HK,华建控股,华建控股有限公司,CIL Holdings Ltd.,HJKG,主板,L,19930721,,20000.0,BMG2142A1541,HKD
00480.HK,香港兴业国际,香港兴业国际集团有限公司,HKR International Ltd.,XGXYGJ,主板,L,19880311,,800.0,KYG4520J1040,HKD
00482.HK,圣马丁国际,圣马丁国际控股有限公司,Sandmartin International Holdings Limited,SMDGJ,主板,L,20050512,,2000.0,BMG780521008,HKD
00483.HK,包浩斯国际,包浩斯国际(控股)有限公司,Bauhaus International (Holdings) Limited,BHSGJ,主板,L,20050512,,2000.0,KYG1080K1094,HKD
00484.HK,云游控股,云游控股有限公司,Forgame Holdings Limited,YYKG,主板,L,20131003,,100.0,KYG363361083,HKD
00485.HK,中国华星,中国华星集团有限公司,China Sinostar Group Company Limited,ZGHX,主板,L,19880412,,20000.0,BMG2161L1072,HKD
00486.HK,俄铝,俄铝,United Company RUSAL Plc,EL,主板,L,20100127,,1000.0,JE00B5BCW814,HKD
00487.HK,实德环球,实德环球有限公司,Success Universe Group Ltd.,SDHQ,主板,L,19880503,,4000.0,BMG8550S1089,HKD
00488.HK,丽新发展,丽新发展有限公司,Lai Sun Development Company Limited,LXFZ,主板,L,19880311,,300.0,HK0000356821,HKD
00489.HK,东风集团股份,东风汽车集团股份有限公司,DongFeng Motor Group Company Limited,DFJTGF,主板,L,20051207,,2000.0,CNE100000312,HKD
00491.HK,英皇文化产业,英皇文化产业集团有限公司,Emperor Culture Group Limited,YHWHCY,主板,L,19920610,,20000.0,BMG3036H1079,HKD
00493.HK,国美零售,国美零售控股有限公司,GOME Retail Holdings Limited,GMLS,主板,L,19920415,,1000.0,BMG3978C1249,HKD
00494.HK,利丰,利丰有限公司,Li & Fung Limited,LF,主板,L,19920701,,2000.0,BMG5485F1692,HKD
00495.HK,PALADIN,百利大有限公司,Paladin Ltd.,PALADIN,主板,L,19880720,,5000.0,BMG687521317,HKD
00496.HK,卡森国际,卡森国际控股有限公司,Kasen International Holdings Ltd.,KSGJ,主板,L,20051020,,1000.0,KYG5216Q1047,HKD
00497.HK,资本策略地产,资本策略地产有限公司,CSI Properties Limited,ZBCLDC,主板,L,19920415,,10000.0,BMG2581C1091,HKD
00498.HK,保华集团,保华集团有限公司,PYI Corporation Limited,BHJT,主板,L,19930921,,2000.0,BMG7304P1059,HKD
00499.HK,青岛控股,青岛控股国际有限公司,Qingdao Holdings International Limited,QDKG,主板,L,19880722,,2000.0,BMG7305Q1024,HKD
00500.HK,先丰服务集团,先丰服务集团有限公司,Frontier Services Group Limited,XFFWJT,主板,L,19880729,,1000.0,BMG3729C1001,HKD
00503.HK,朗生医药,朗生医药控股有限公司,Lansen Pharmaceutical Holdings Limited,LSYY,主板,L,20100507,,1000.0,KYG5380M1033,HKD
00505.HK,欢悦互娱,欢悦互娱控股有限公司,Huan Yue Interactive Holdings Limited,HYHY,主板,L,20071227,,1000.0,KYG4644C1006,HKD
00506.HK,中国食品,中国食品有限公司,China Foods Limited,ZGSP,主板,L,19881007,,2000.0,BMG2154F1095,HKD
00508.HK,鼎亿集团投资,鼎亿集团投资有限公司,Dingyi Group Investment Ltd.,DYJTTZ,主板,L,19881026,,5000.0,BMG2763D1074,HKD
00509.HK,世纪阳光,世纪阳光集团控股有限公司,Century Sunshine Group Holdings Limited,SJYG,主板,L,20080801,,5000.0,KYG2091K1206,HKD
00510.HK,时富金融服务集团,时富金融服务集团有限公司,CASH Financial Services Group Limited,SFJRFWJT,主板,L,20080303,,6000.0,BMG1932V2045,HKD
00511.HK,电视广播,电视广播有限公司,Television Broadcasts Limited,DSGB,主板,L,19881123,,100.0,HK0000139300,HKD
00512.HK,远大医药,远大医药健康控股有限公司,China Grand Pharmaceutical and Healthcare Holdings Limited,YDYY,主板,L,19951219,,4000.0,BMG210A71016,HKD
00513.HK,恒和集团,恒和珠宝集团有限公司,Continental Holdings Limited,HHJT,主板,L,19881108,,10000.0,HK0000064516,HKD
00515.HK,达进东方照明,达进东方照明控股有限公司,TC Orient Lighting Holdings Limited,DJDFZM,主板,L,20060623,,2000.0,KYG8706E1026,HKD
00517.HK,中远海运国际,中远海运国际(香港)有限公司,"COSCO SHIPPING International (Hong Kong) Co., Ltd.",ZYHYGJ,主板,L,19920211,,2000.0,BMG8114Z1014,HKD
00518.HK,同得仕(集团),同得仕(集团)有限公司,Tungtex (Holdings) Company Limited,TDSJT,主板,L,19881215,,2000.0,HK0518001976,HKD
00519.HK,实力建业,实力建业集团有限公司,Applied Development Holdings Limited,SLJY,主板,L,19860324,,5000.0,BMG0428W1221,HKD
00520.HK,呷哺呷哺,呷哺呷哺餐饮管理(中国)控股有限公司,"Xiabuxiabu Catering Management (China) Holdings Co., Ltd.",XBXB,主板,L,20141217,,500.0,KYG982971072,HKD
00521.HK,CWT INT'L,CWT International Limited,CWT International Limited,CWTINT'L,主板,L,19881223,,10000.0,HK0521001989,HKD
00522.HK,ASM PACIFIC,ASM Pacific Technology Limited,ASM Pacific Technology Limited,ASMPACIFIC,主板,L,19890103,,100.0,KYG0535Q1331,HKD
00524.HK,长城一带一路,长城一带一路控股有限公司,Great Wall Belt & Road Holdings Limited,CCYDYL,主板,L,19890421,,10000.0,BMG4077C1064,HKD
00525.HK,广深铁路股份,广深铁路股份有限公司,Guangshen Railway Company Limited,GSTLGF,主板,L,19960514,,2000.0,CNE100000379,HKD
00526.HK,中国汽车新零售,中国汽车新零售(控股)有限公司,China Automobile New Retail (Holdings) Limited,ZGQCXLS,主板,L,19951011,,2000.0,BMG2121N1020,HKD
00527.HK,瑞风新能源,中国瑞风新能源控股有限公司,China Ruifeng Renewable Energy Holdings Limited,RFXNY,主板,L,20060609,,4000.0,KYG2118V1095,HKD
00528.HK,金达控股,金达控股有限公司,Kingdom Holdings Limited,JDKG,主板,L,20061212,,2000.0,KYG525741032,HKD
00529.HK,SIS INT'L,新龙国际集团有限公司,SiS International Holdings Ltd.,SISINT'L,主板,L,19920818,,2000.0,BMG816841057,HKD
00530.HK,高银金融,高银金融(集团)有限公司,Goldin Financial Holdings Limited,GYJR,主板,L,19921008,,2000.0,BMG3968F1370,HKD
00531.HK,顺诚,顺诚控股有限公司,Samson Holding Limited,SC,主板,L,20051117,,1000.0,KYG7783W1006,HKD
00532.HK,WKK INTL (HOLD),王氏港建国际(集团)有限公司,Wong's Kong King International (Holdings) Limited,WKKINTL(HO,主板,L,19890710,,2000.0,BMG9737M1055,HKD
00533.HK,金利来集团,金利来集团有限公司,Goldlion Holdings Ltd.,JLLJT,主板,L,19920918,,1000.0,HK0533002009,HKD
00535.HK,金地商置,金地商置集团有限公司,Gemdale Properties and Investment Corporation Limited,JDSZ,主板,L,19891016,,2000.0,BMG3911S1035,HKD
00536.HK,贸易通,贸易通电子贸易有限公司,Tradelink Electronic Commerce Limited,MYT,主板,L,20051028,,2000.0,HK0536032532,HKD
00538.HK,味千(中国),味千(中国)控股有限公司,Ajisen (China) Holdings Limited,WQZG,主板,L,20070330,,1000.0,KYG0192S1093,HKD
00539.HK,冠华国际控股,冠华国际控股有限公司,Victory City International Holdings Limited,GHGJKG,主板,L,19960513,,4000.0,BMG9358Q1877,HKD
00540.HK,迅捷环球控股,迅捷环球控股有限公司,Speedy Global Holdings Limited,XJHQKG,主板,L,20130115,,4000.0,KYG834551080,HKD
00542.HK,富元国际集团,富元国际集团有限公司,TFG International Group Limited,FYGJJT,主板,L,19891123,,8000.0,KYG2000K1040,HKD
00543.HK,太平洋网络,太平洋网络有限公司,Pacific Online Limited,TPYWL,主板,L,20071218,,1000.0,KYG9684P1019,HKD
00544.HK,大同集团,大同集团有限公司,Daido Group Ltd.,DTJT,主板,L,19891214,,20000.0,BMG2619Y1232,HKD
00546.HK,阜丰集团,阜丰集团有限公司,Fufeng Group Limited,FFJT,主板,L,20070208,,1000.0,KYG368441195,HKD
00547.HK,数字王国,数字王国集团有限公司,Digital Domain Holdings Limited,SZWG,主板,L,19920706,,10000.0,BMG2870G1006,HKD
00548.HK,深圳高速公路股份,深圳高速公路股份有限公司,Shenzhen Expressway Company Limited,SZGSGLGF,主板,L,19970312,,2000.0,CNE100000478,HKD
00550.HK,KK文化,KK文化控股有限公司,KK Culture Holdings Limited,KKWH,主板,L,20070723,,2000.0,BMG527641002,HKD
00551.HK,裕元集团,裕元工业(集团)有限公司,Yue Yuen Industrial (Holdings) Limited,YYJT,主板,L,19920702,,500.0,BMG988031446,HKD
00552.HK,中国通信服务,中国通信服务股份有限公司,China Communications Services Corporation Ltd.,ZGTXFW,主板,L,20061208,,2000.0,CNE1000002G3,HKD
00553.HK,南京熊猫电子股份,南京熊猫电子股份有限公司,Nanjing Panda Electronics Company Limited,NJXMDZGF,主板,L,19960502,,2000.0,CNE1000003T4,HKD
00554.HK,汉思能源,汉思能源有限公司,Hans Energy Company Limited,HSNY,主板,L,19970528,,2000.0,KYG4382G1073,HKD
00555.HK,御泰中彩控股,御泰中彩控股有限公司,REXLot Holdings Limited,YTZCKG,主板,L,20000928,,25000.0,BMG7541U1071,HKD
00556.HK,泛亚环保,泛亚环保集团有限公司,Pan Asia Environmental Protection Group Ltd.,FYHB,主板,L,20071221,,2000.0,KYG6883P1063,HKD
00557.HK,天元医疗,中国天元医疗集团有限公司,China Tian Yuan Healthcare Group Limited,TYYL,主板,L,19891229,,2000.0,KYG8442J1004,HKD
00558.HK,力劲科技,力劲科技集团有限公司,L.K. Technology Holdings Limited,LJKJ,主板,L,20061016,,2500.0,KYG5548P1054,HKD
00559.HK,德泰新能源集团,德泰新能源集团有限公司,De Tai New Energy Group Limited,DTXNYJT,主板,L,19970103,,30000.0,BMG2743V1028,HKD
00560.HK,珠江船务,珠江船务企业(股份)有限公司,Chu Kong Shipping Enterprises (Group) Company Limited,ZJCW,主板,L,19970523,,2000.0,HK0560006634,HKD
00563.HK,上实城市开发,上海实业城市开发集团有限公司,Shanghai Industrial Urban Development Group Limited,SSCSKF,主板,L,19930910,,2000.0,BMG8065B1037,HKD
00564.HK,郑煤机,郑州煤矿机械集团股份有限公司,Zhengzhou Coal Mining Machinery Group Company Limited,ZMJ,主板,L,20121205,,200.0,CNE100001LY0,HKD
00565.HK,锦艺集团控股,锦艺集团控股有限公司,Art Group Holdings Limited,JYJTKG,主板,L,20030910,,5000.0,KYG0583P1028,HKD
00567.HK,大昌微线集团,大昌微线集团有限公司,Daisho Microline Holdings Limited,DCWXJT,主板,L,19900131,,2000.0,BMG2624V1063,HKD
00568.HK,山东墨龙,山东墨龙石油机械股份有限公司,Shandong Molong Petroleum Machinery Company Limited,SDML,主板,L,20070207,,400.0,CNE1000001N1,HKD
00570.HK,中国中药,中国中药控股有限公司,China Traditional Chinese Medicine Holdings Co. Ltd.,ZGZY,主板,L,19930407,,2000.0,HK0000056256,HKD
00571.HK,丰德丽控股,丰德丽控股有限公司,Esun Holdings Limited,FDLKG,主板,L,19730116,,2000.0,BMG3135M1148,HKD
00572.HK,未来世界金融,未来世界金融控股有限公司,Future World Financial Holdings Limited,WLSJJR,主板,L,20030702,,4000.0,KYG3707A1004,HKD
00573.HK,稻香控股,稻香控股有限公司,Tao Heung Holdings Ltd.,DXKG,主板,L,20070629,,1000.0,KYG8672Y1089,HKD
00574.HK,百信国际,百信国际控股有限公司,Pa Shun International Holdings Limited,BXGJ,主板,L,20150619,,2000.0,KYG693781000,HKD
00575.HK,励晶太平洋,励晶太平洋集团有限公司,Regent Pancific Group Limited,LJTPY,主板,L,19970519,,10000.0,KYG7478U1206,HKD
00576.HK,浙江沪杭甬,浙江沪杭甬高速公路股份有限公司,"Zhejiang Expressway Co.,Ltd.",ZJHHY,主板,L,19970515,,2000.0,CNE1000004S4,HKD
00577.HK,南岸集团,南岸集团有限公司,South Shore Holdings Limited,NAJT,主板,L,19960425,,2000.0,BMG8827A1128,HKD
00578.HK,融信资源,融信资源控股有限公司,Rosan Resources Holdings Limited,RXZY,主板,L,19970515,,10000.0,BMG763781272,HKD
00579.HK,京能清洁能源,北京京能清洁能源电力股份有限公司,"Beijing Jingneng Clean Energy Co., Limited",JNQJNY,主板,L,20111222,,2000.0,CNE100001336,HKD
00580.HK,赛晶电力电子,赛晶电力电子集团有限公司,Sun.King Power Electronics Group Limited,SJDLDZ,主板,L,20101013,,2000.0,KYG857AW1047,HKD
00581.HK,中国东方集团,中国东方集团控股有限公司,China Oriental Group Company Limited,ZGDFJT,主板,L,20040302,,2000.0,BMG2108V1019,HKD
00582.HK,蓝鼎国际,蓝鼎国际发展有限公司,Landing International Development Limited,LDGJ,主板,L,20020430,,1200.0,BMG5369T1788,HKD
00583.HK,长城环亚控股,长城环亚控股有限公司,Great Wall Pan Asia Holdings Limited,CCHYKG,主板,L,19900629,,2000.0,BMG4079W1001,HKD
00585.HK,意马国际,意马国际控股有限公司,IMAGI International Holdings Limitd,YMGJ,主板,L,19970310,,8000.0,BMG476291940,HKD
00586.HK,海螺创业,中国海螺创业控股有限公司,China Conch Venture Holdings Limited,HLCY,主板,L,20131219,,500.0,KYG2116J1085,HKD
00587.HK,华瀚健康,华瀚健康产业控股有限公司,Hua Han Health Industry Holdings Limited,HHJK,主板,L,20021210,,4000.0,KYG4638Y1008,HKD
00588.HK,北京北辰实业股份,北京北辰实业股份有限公司,Beijing North Star Company Limited,BJBCSYGF,主板,L,19970514,,2000.0,CNE100000262,HKD
00590.HK,六福集团,六福集团(国际)有限公司,Luk Fook Holdings (International) Ltd.,LFJT,主板,L,19970506,,1000.0,BMG5695X1258,HKD
00591.HK,中国高精密,中国高精密自动化集团有限公司,China High Precision Automation Group Limited,ZGGJM,主板,L,20091113,,1000.0,KYG211221091,HKD
00592.HK,BOSSINI INT'L,堡狮龙国际有限公司,Bossini International Holdings Ltd.,BOSSINIINT,主板,L,19931102,,2000.0,BMG1261P1095,HKD
00593.HK,梦东方,梦东方集团有限公司,DreamEast Group Limited,MDF,主板,L,19930727,,500.0,BMG8201D1204,HKD
00595.HK,AV CONCEPT HOLD,先思行集团有限公司,AV Concept Holdings Limited,AVCONCEPTH,主板,L,19960424,,2000.0,KYG0672U1114,HKD
00596.HK,浪潮国际,浪潮国际有限公司,Inspur International Limited,LCGJ,主板,L,20080829,,2000.0,KYG4820C1309,HKD
00598.HK,中国外运,中国外运股份有限公司,Sinotrans Limited,ZGWY,主板,L,20030213,,1000.0,CNE1000004F1,HKD
00599.HK,怡邦行控股,怡邦行控股有限公司,E. Bon Holdings Ltd.,YBXKG,主板,L,20000412,,4000.0,KYG2917V1023,HKD
00600.HK,中国基建投资,中国基建投资有限公司,China Infrastructure Investment Limited,ZGJJTZ,主板,L,19931005,,2000.0,KYG2112P1081,HKD
00601.HK,稀镁科技,稀镁科技集团控股有限公司,Rare Earth Magnesium Technology Group Holdings Limited,XMKJ,主板,L,19930128,,10000.0,BMG4145B1063,HKD
00602.HK,佳华百货控股,佳华百货控股有限公司,Jiahua Stores Holdings Ltd.,JHBHKG,主板,L,20070521,,2500.0,KYG7395Y1061,HKD
00603.HK,中油燃气,中油燃气集团有限公司,China Oil And Gas Group Limited,ZYRQ,主板,L,19930528,,20000.0,BMG2155W1010,HKD
00604.HK,深圳控股,深圳控股有限公司,Shenzhen Investment Limited,SZKG,主板,L,19970307,,2000.0,HK0604011236,HKD
00605.HK,中国金融投资管理,中国金融投资管理有限公司,China Financial Services Holdings Limited,ZGJRTZGL,主板,L,19930407,,2000.0,HK0605002077,HKD
00606.HK,中国粮油控股,中国粮油控股有限公司,China Agri-Industries Holdings Ltd.,ZGLYKG,主板,L,20070321,,1000.0,HK0606037437,HKD
00607.HK,丰盛控股,丰盛控股有限公司,Fullshare Holdings Limited,FSKG,主板,L,20021218,,2500.0,KYG3690U1058,HKD
00608.HK,达利国际,达利国际集团有限公司,High Fashion International Limited,DLGJ,主板,L,19920804,,2000.0,BMG4453K1027,HKD
00609.HK,天德化工,天德化工控股有限公司,Tiande Chemical Holdings Ltd.,TDHG,主板,L,20061027,,4000.0,KYG887551060,HKD
00610.HK,WAI KEE HOLD,惠记集团有限公司,Wai Kee Holdings Ltd.,WAIKEEHOLD,主板,L,19920828,,2000.0,BMG942051043,HKD
00611.HK,中国核能科技,中国核能科技集团有限公司,China Nuclear Energy Technology Corporation Limited,ZGHNKJ,主板,L,19930212,,2000.0,BMG2115P1059,HKD
